genome_id,size,assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,path,genome_file,superkingdom,phylum,class,order,family,genus,species
GCF_007197735.1_ASM719773v1,1140531,GCF_007197735.1,PRJNA224116,SAMN12233528,NA,representative genome,2594004,2594004,Formosa sediminum,strain=PS13,NA,latest,Complete Genome,Major,Full,21-07-19,ASM719773v1,Jeju National University,GCA_007197735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/197/735/GCF_007197735.1_ASM719773v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_007197735.1_ASM719773v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sediminum
GCF_008000775.1_ASM800077v1,1280200,GCF_008000775.1,PRJNA224116,SAMN12405820,NA,na,2594042,2594042,Candidatus Prometheoarchaeum syntrophicum,strain=MK-D1,NA,latest,Complete Genome,Major,Full,16-08-19,ASM800077v1,National Institute of Advanced Industrial Science and Technology,GCA_008000775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/000/775/GCF_008000775.1_ASM800077v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/archaea,GCF_008000775.1_ASM800077v1_genomic.fna.gz,Archaea,Candidatus Lokiarchaeota,Candidatus Lokiarchaeia,Candidatus Prometheoarchaeales,Candidatus Prometheoarchaeaceae,Candidatus Prometheoarchaeum,Candidatus Prometheoarchaeum syntrophicum
GCF_008254045.1_ASM825404v1,2700089,GCF_008254045.1,PRJNA224116,SAMN12360391,NA,representative genome,2598579,2598579,Limnoglobus roseus,strain=PX52,NA,latest,Complete Genome,Major,Full,03-09-19,ASM825404v1,"Federal Research Centre ""Fundamentals of Biotechnology"" of RAS",GCA_008254045.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/254/045/GCF_008254045.1_ASM825404v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_008254045.1_ASM825404v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Limnoglobus,Limnoglobus roseus
GCF_009388985.1_ASM938898v1,1285513,GCF_009388985.1,PRJNA224116,SAMN10929370,NA,representative genome,2601894,2601894,Halioglobus maricola,strain=IMCC14385,NA,latest,Complete Genome,Major,Full,29-10-19,ASM938898v1,INHA UNIVERSITY,GCA_009388985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/388/985/GCF_009388985.1_ASM938898v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009388985.1_ASM938898v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Halioglobus,Halioglobus maricola
GCF_008728855.1_ASM872885v1,1685458,GCF_008728855.1,PRJNA224116,SAMN12429786,NA,representative genome,2602015,2602015,Hypericibacter terrae,strain=R5913,NA,latest,Complete Genome,Major,Full,30-09-19,ASM872885v1,Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures,GCA_008728855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/855/GCF_008728855.1_ASM872885v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_008728855.1_ASM872885v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,Hypericibacter terrae
GCF_008728835.1_ASM872883v1,1661851,GCF_008728835.1,PRJNA224116,SAMN12429833,NA,representative genome,2602016,2602016,Hypericibacter adhaerens,strain=R5959,NA,latest,Complete Genome,Major,Full,30-09-19,ASM872883v1,Leibniz Institute DSMZ - German Collection of Microorganisms and Cell Cultures,GCA_008728835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/728/835/GCF_008728835.1_ASM872883v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_008728835.1_ASM872883v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,Hypericibacter,Hypericibacter adhaerens
GCF_008065155.1_ASM806515v1,1036091,GCF_008065155.1,PRJNA224116,SAMN12511573,NA,na,2602067,2602067,Octadecabacter sp. SW4,strain=SW4,NA,latest,Complete Genome,Major,Full,18-08-19,ASM806515v1,National Marine Biodiversity Institute of Korea,GCA_008065155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/065/155/GCF_008065155.1_ASM806515v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_008065155.1_ASM806515v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Roseobacteraceae,Octadecabacter,Octadecabacter sp. SW4
GCF_003008555.2_ASM300855v2,1221203,GCF_003008555.2,PRJNA224116,SAMN08643256,NA,representative genome,2605946,2605946,Pukyongiella litopenaei,strain=SH-1,NA,latest,Complete Genome,Major,Full,11-09-19,ASM300855v2,Pukyong National University,GCA_003008555.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/008/555/GCF_003008555.2_ASM300855v2,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_003008555.2_ASM300855v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Pukyongiella,Pukyongiella litopenaei
GCF_007744075.1_ASM774407v1,2465320,GCF_007744075.1,PRJNA224116,SAMN10953987,NA,na,2605989,2605989,Gimesia chilikensis,strain=HG66A1,NA,latest,Chromosome,Major,Full,31-07-19,ASM774407v1,Radboud Universiteit Nijmegen,GCA_007744075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/744/075/GCF_007744075.1_ASM774407v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_007744075.1_ASM774407v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Gimesia,Gimesia chilikensis
GCF_009177095.1_ASM917709v1,2024142,GCF_009177095.1,PRJNA224116,SAMD00187762,NA,representative genome,2650471,2650471,Lacipirellula parvula,strain=PX69,NA,latest,Complete Genome,Major,Full,10-10-19,ASM917709v1,"Laboratory of Genomics of Microorganisms and Metagenomics, Institute of Bioengineering, Research Center of Biotechnology of RAS",GCA_009177095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/177/095/GCF_009177095.1_ASM917709v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009177095.1_ASM917709v1_genomic.fna.gz,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Lacipirellulaceae,Lacipirellula,Lacipirellula parvula
GCF_016864015.1_ASM1686401v1,1143151,GCF_016864015.1,PRJNA224116,SAMN11893904,NA,na,2653681,2653681,Lacinutrix sp. WUR7,strain=WUR7,NA,latest,Complete Genome,Major,Full,11-02-21,ASM1686401v1,EMBRIC,GCA_016864015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/864/015/GCF_016864015.1_ASM1686401v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_016864015.1_ASM1686401v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lacinutrix,Lacinutrix sp. WUR7
GCF_009696685.2_ASM969668v2,891349,GCF_009696685.2,PRJNA224116,SAMN13025268,NA,na,2654280,2654280,Paracoccus sp. SMMA_5_TC,strain=SMMA_5_TC,NA,latest,Complete Genome,Major,Full,14-10-22,ASM969668v2,Bose Institute,GCA_009696685.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/696/685/GCF_009696685.2_ASM969668v2,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009696685.2_ASM969668v2_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodobacterales,Paracoccaceae,Paracoccus,Paracoccus sp. SMMA_5_TC
GCF_013874595.1_ASM1387459v1,865531,GCF_013874595.1,PRJNA224116,SAMN15594985,NA,na,2654325,2654325,Flavobacterium sp. xlx-214,strain=xlx-214,NA,latest,Complete Genome,Major,Full,29-07-20,ASM1387459v1,China CDC,GCA_013874595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/874/595/GCF_013874595.1_ASM1387459v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013874595.1_ASM1387459v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacterium sp. xlx-214
GCF_021390195.1_ASM2139019v1,1304519,GCF_021390195.1,PRJNA224116,SAMN24175386,NA,na,2654676,2654676,Flagellimonas sp. CMM7,strain=CMM7,NA,latest,Complete Genome,Major,Full,08-01-22,ASM2139019v1,Dankook University,GCA_021390195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/390/195/GCF_021390195.1_ASM2139019v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_021390195.1_ASM2139019v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flagellimonas,Flagellimonas sp. CMM7
GCF_017357825.1_ASM1735782v1,823537,GCF_017357825.1,PRJNA224116,SAMN13282811,NA,na,2672570,2672570,Sulfurimonas sp. H1576,strain=H1576,NA,latest,Complete Genome,Major,Full,16-03-21,ASM1735782v1,Hokkaido University,GCA_017357825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/017/357/825/GCF_017357825.1_ASM1735782v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_017357825.1_ASM1735782v1_genomic.fna.gz,Bacteria,Campylobacterota,Epsilonproteobacteria,Campylobacterales,Sulfurimonadaceae,Sulfurimonas,Sulfurimonas aquatica
GCF_023205095.1_ASM2320509v1,980812,GCF_023205095.1,PRJNA224116,SAMN13293656,NA,na,2675331,2675331,Bizionia sp. M204,strain=M204,NA,latest,Complete Genome,Major,Full,02-05-22,ASM2320509v1,University of Oldenburg,GCA_023205095.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/205/095/GCF_023205095.1_ASM2320509v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_023205095.1_ASM2320509v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bizionia,Bizionia sp. M204
GCF_009762775.1_ASM976277v1,2280083,GCF_009762775.1,PRJNA224116,SAMN13382260,NA,representative genome,2681766,2681766,Maribellus comscasis,strain=WC007,NA,latest,Complete Genome,Major,Full,18-12-19,ASM976277v1,CHINESE ACADEMY OF SCIENCES,GCA_009762775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/762/775/GCF_009762775.1_ASM976277v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009762775.1_ASM976277v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Maribellus,Maribellus comscasis
GCF_013394595.1_ASM1339459v1,1320741,GCF_013394595.1,PRJNA224116,SAMN14839900,NA,representative genome,2686077,2686077,Winogradskyella forsetii,strain=HL857,NA,latest,Complete Genome,Major,Full,08-07-20,ASM1339459v1,Mediterranean Institute For Advanced Studies,GCA_013394595.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/595/GCF_013394595.1_ASM1339459v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013394595.1_ASM1339459v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella forsetii
GCF_013394655.1_ASM1339465v1,1335330,GCF_013394655.1,PRJNA224116,SAMN14839903,NA,representative genome,2686078,2686078,Winogradskyella schleiferi,strain=Z215,NA,latest,Complete Genome,Major,Full,08-07-20,ASM1339465v1,Mediterranean Institute For Advanced Studies,GCA_013394655.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/655/GCF_013394655.1_ASM1339465v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013394655.1_ASM1339465v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella schleiferi
GCF_009796765.1_ASM979676v1,1570722,GCF_009796765.1,PRJNA224116,SAMN13567884,NA,na,2686358,2686358,Paraglaciecola sp. L3A3,strain=L3A3,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979676v1,Shandong University,GCA_009796765.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/765/GCF_009796765.1_ASM979676v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009796765.1_ASM979676v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Paraglaciecola,Paraglaciecola sp. L3A3
GCF_009796785.1_ASM979678v1,1200817,GCF_009796785.1,PRJNA224116,SAMN13567892,NA,na,2686361,2686361,Polaribacter sp. L3A8,strain=L3A8,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979678v1,Shandong University,GCA_009796785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/785/GCF_009796785.1_ASM979678v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009796785.1_ASM979678v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Polaribacter,Polaribacter sp. L3A8
GCF_009797025.1_ASM979702v1,1473194,GCF_009797025.1,PRJNA224116,SAMN13568801,NA,na,2686362,2686362,Cellulophaga sp. L1A9,strain=L1A9,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979702v1,Shandong University,GCA_009797025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/797/025/GCF_009797025.1_ASM979702v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009797025.1_ASM979702v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Cellulophaga,Cellulophaga sp. L1A9
GCF_009796865.1_ASM979686v1,1089772,GCF_009796865.1,PRJNA224116,SAMN13568802,NA,na,2686363,2686363,Formosa sp. L2A11,strain=L2A11,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979686v1,Shandong University,GCA_009796865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/865/GCF_009796865.1_ASM979686v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009796865.1_ASM979686v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Formosa,Formosa sp. L2A11
GCF_009796805.1_ASM979680v1,1344847,GCF_009796805.1,PRJNA224116,SAMN13568833,NA,na,2686365,2686365,Algibacter sp. L1A34,strain=L1A34,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979680v1,Shandong University,GCA_009796805.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/805/GCF_009796805.1_ASM979680v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009796805.1_ASM979680v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp. L1A34
GCF_009796825.1_ASM979682v1,1341336,GCF_009796825.1,PRJNA224116,SAMN13568836,NA,na,2686366,2686366,Algibacter sp. L3A6,strain=L3A6,NA,latest,Complete Genome,Major,Full,24-12-19,ASM979682v1,Shandong University,GCA_009796825.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/796/825/GCF_009796825.1_ASM979682v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009796825.1_ASM979682v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Algibacter,Algibacter sp. L3A6
GCF_009832865.1_ASM983286v1,1348415,GCF_009832865.1,PRJNA224116,SAMN13609927,NA,na,2689569,2689569,Colwellia sp. 20A7,strain=20A7,NA,latest,Complete Genome,Major,Full,07-01-20,ASM983286v1,Shandong University,GCA_009832865.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/832/865/GCF_009832865.1_ASM983286v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009832865.1_ASM983286v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,Colwellia sp. 20A7
GCF_013394675.1_ASM1339467v1,1321156,GCF_013394675.1,PRJNA224116,SAMN14839904,NA,representative genome,2697010,2697010,Winogradskyella helgolandensis,strain=Z354,NA,latest,Complete Genome,Major,Full,08-07-20,ASM1339467v1,Mediterranean Institute For Advanced Studies,GCA_013394675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/394/675/GCF_013394675.1_ASM1339467v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013394675.1_ASM1339467v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,Winogradskyella helgolandensis
GCF_009905215.1_ASM990521v1,1149935,GCF_009905215.1,PRJNA224116,SAMN13741851,NA,representative genome,2697043,2697043,Tichowtungia aerotolerans,strain=S-5007,NA,latest,Complete Genome,Major,Full,19-01-20,ASM990521v1,shandong university,GCA_009905215.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/905/215/GCF_009905215.1_ASM990521v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_009905215.1_ASM990521v1_genomic.fna.gz,Bacteria,Kiritimatiellota,Tichowtungiia,Tichowtungiales,Tichowtungiaceae,Tichowtungia,Tichowtungia aerotolerans
GCF_010448835.1_ASM1044883v1,1443125,GCF_010448835.1,PRJNA224116,SAMN14001153,NA,representative genome,2706887,2706887,Draconibacterium halophilum,strain=M1,NA,latest,Complete Genome,Major,Full,12-02-20,ASM1044883v1,Jeju National University,GCA_010448835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/448/835/GCF_010448835.1_ASM1044883v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_010448835.1_ASM1044883v1_genomic.fna.gz,Bacteria,Bacteroidota,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Draconibacterium,Draconibacterium halophilum
GCF_010669285.1_ASM1066928v1,1369126,GCF_010669285.1,PRJNA224116,SAMN14074152,NA,representative genome,2708301,2708301,Kineobactrum salinum,strain=M2,NA,latest,Complete Genome,Major,Full,17-02-20,ASM1066928v1,Jeju National University,GCA_010669285.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/669/285/GCF_010669285.1_ASM1066928v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_010669285.1_ASM1066928v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Halieaceae,Kineobactrum,Kineobactrum salinum
GCF_011045195.1_ASM1104519v1,1608828,GCF_011045195.1,PRJNA224116,SAMN14056263,NA,representative genome,2708539,2708539,Caulobacter soli,strain=Ji-3-8,NA,latest,Chromosome,Major,Full,02-03-20,ASM1104519v1,Nanjing Forestry University,GCA_011045195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/045/195/GCF_011045195.1_ASM1104519v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_011045195.1_ASM1104519v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Caulobacter soli
GCF_011046735.1_ASM1104673v1,2094680,GCF_011046735.1,PRJNA224116,SAMN14149850,NA,na,2712222,2712222,Nordella sp. HKS 07,strain=HKS 07,NA,latest,Complete Genome,Major,Full,02-03-20,ASM1104673v1,Hankyong National University,GCA_011046735.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/046/735/GCF_011046735.1_ASM1104673v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_011046735.1_ASM1104673v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,NA,Nordella,Nordella sp. HKS 07
GCF_001953055.1_ASM195305v1,987355,GCF_001953055.1,PRJNA224116,SAMN06199440,NA,representative genome,2712698,2712698,Salaquimonas pukyongi,strain=RR3-28,NA,latest,Complete Genome,Major,Full,17-01-17,ASM195305v1,Pukyong National University,GCA_001953055.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/953/055/GCF_001953055.1_ASM195305v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_001953055.1_ASM195305v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Salaquimonas,Salaquimonas pukyongi
GCF_015624425.1_ASM1562442v1,1675420,GCF_015624425.1,PRJNA224116,SAMN14262758,NA,na,2714952,2714952,Kinneretia sp. DAIF2,strain=DAIF2,NA,latest,Complete Genome,Major,Full,20-11-20,ASM1562442v1,Georg-August-University Goettingen,GCA_015624425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/624/425/GCF_015624425.1_ASM1562442v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_015624425.1_ASM1562442v1_genomic.fna.gz,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Comamonadaceae,Kinneretia,Kinneretia sp. DAIF2
GCF_021655555.1_ASM2165555v1,1577210,GCF_021655555.1,PRJNA224116,SAMD00217164,NA,na,2721545,2721545,Marinagarivorans sp. GE09,strain=GE09,NA,latest,Complete Genome,Major,Full,19-11-21,ASM2165555v1,Japan Agency for Marine-Earth Science and Technology,GCA_021655555.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/655/555/GCF_021655555.1_ASM2165555v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_021655555.1_ASM2165555v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Marinagarivorans,Marinagarivorans cellulosilyticus
GCF_019443745.1_ASM1944374v1,1428766,GCF_019443745.1,PRJNA224116,SAMN14483345,NA,na,2722752,2722752,Iamia sp. SCSIO 61187,strain=SCSIO 61187,NA,latest,Complete Genome,Major,Full,03-08-21,ASM1944374v1,south china sea institute of oceanology,GCA_019443745.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/443/745/GCF_019443745.1_ASM1944374v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_019443745.1_ASM1944374v1_genomic.fna.gz,Bacteria,Actinomycetota,Acidimicrobiia,Acidimicrobiales,Iamiaceae,Iamia,Iamia sp. SCSIO 61187
GCF_012913485.1_ASM1291348v1,1880336,GCF_012913485.1,PRJNA224116,SAMN14642216,NA,representative genome,2728835,2728835,Luteolibacter luteus,strain=G-1-1-1,NA,latest,Complete Genome,Major,Full,28-04-20,ASM1291348v1,Kyonggi University,GCA_012913485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/913/485/GCF_012913485.1_ASM1291348v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_012913485.1_ASM1291348v1_genomic.fna.gz,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Luteolibacter,Luteolibacter luteus
GCF_014211975.1_ASM1421197v1,1459063,GCF_014211975.1,PRJNA224116,SAMN15754002,NA,representative genome,2731755,2731755,Teredinibacter haidensis,strain=Bs08,NA,latest,Complete Genome,Major,Full,16-08-20,ASM1421197v1,DOE Joint Genome Institute,GCA_014211975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/211/975/GCF_014211975.1_ASM1421197v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_014211975.1_ASM1421197v1_genomic.fna.gz,Bacteria,Pseudomonadota,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Teredinibacter,Teredinibacter haidensis
GCF_013004105.1_ASM1300410v1,1498579,GCF_013004105.1,PRJNA224116,SAMN14785845,NA,representative genome,2732249,2732249,Gemmatimonas groenlandica,strain=TET16,NA,latest,Complete Genome,Major,Full,10-05-20,ASM1300410v1,Aarhus University,GCA_013004105.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/004/105/GCF_013004105.1_ASM1300410v1,NA,assembly from type material,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013004105.1_ASM1300410v1_genomic.fna.gz,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Gemmatimonas,Gemmatimonas groenlandica
GCF_021310975.1_ASM2131097v1,1518320,GCF_021310975.1,PRJNA224116,SAMN15010038,NA,na,2735528,2735528,Agrobacterium vaccinii,strain=B19.1.4,NA,latest,Complete Genome,Major,Full,28-12-21,ASM2131097v1,"Julius Kuehn-Institut, Federal Research Centre for Cultivated Plants (JKI), EP",GCA_021310975.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/310/975/GCF_021310975.1_ASM2131097v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_021310975.1_ASM2131097v1_genomic.fna.gz,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Agrobacterium,Agrobacterium vaccinii
GCF_013365535.1_ASM1336553v1,1566489,GCF_013365535.1,PRJNA224116,SAMN14916496,NA,na,2736252,2736252,Aquimarina sp. TRL1,strain=TRL1,NA,latest,Complete Genome,Major,Full,22-06-20,ASM1336553v1,University of Tasmania,GCA_013365535.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/365/535/GCF_013365535.1_ASM1336553v1,NA,NA,na,/mnt/project/UnveilMe/HumGut/genomes/refseq/bacteria,GCF_013365535.1_ASM1336553v1_genomic.fna.gz,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Aquimarina,Aquimarina sp. TRL1
